Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Latur,Ahmedpur,Wheat,Other,FAQ,2631,2631,2631,30-Dec-22
2,Latur,Ahmedpur,Wheat,Other,FAQ,2000,2000,2000,27-Jun-22
3,Latur,Ahmedpur,Wheat,Other,FAQ,2775,2775,2775,18-Jun-22
4,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1900,1900,17-Jun-22
5,Latur,Ahmedpur,Wheat,Other,FAQ,2100,2560,2300,16-Jun-22
6,Latur,Ahmedpur,Wheat,Other,FAQ,2000,2000,2000,15-Jun-22
7,Latur,Ahmedpur,Wheat,Other,FAQ,2100,2100,2100,14-Jun-22
8,Latur,Ahmedpur,Wheat,Other,FAQ,1850,2500,2175,13-Jun-22
9,Latur,Ahmedpur,Wheat,Other,FAQ,2000,3000,2500,11-Jun-22
10,Latur,Ahmedpur,Wheat,Other,FAQ,2400,2500,2450,10-Jun-22
11,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1800,1700,09-Sep-21
12,Latur,Ahmedpur,Wheat,Other,FAQ,1580,1580,1580,12-Aug-21
13,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1800,1650,10-Aug-21
14,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1900,1700,02-Jul-21
15,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1650,1575,01-Jul-21
16,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,30-Jun-21
17,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1650,1525,29-Jun-21
18,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,28-Jun-21
19,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1550,1525,26-Jun-21
20,Latur,Ahmedpur,Wheat,Other,FAQ,1500,2000,1750,25-Jun-21
21,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,24-Jun-21
22,Latur,Ahmedpur,Wheat,Other,FAQ,1500,2200,1850,23-Jun-21
23,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,22-Jun-21
24,Latur,Ahmedpur,Wheat,Other,FAQ,1625,1625,1625,21-Jun-21
25,Latur,Ahmedpur,Wheat,Other,FAQ,1625,1625,1625,19-Jun-21
26,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1900,1700,18-Jun-21
27,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,17-Jun-21
28,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1350,1325,04-Jan-21
29,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1350,1325,02-Jan-21
30,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1350,1325,01-Jan-21
31,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1350,1325,31-Dec-20
32,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1350,1325,30-Dec-20
33,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1350,1325,29-Dec-20
34,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1350,1325,28-Dec-20
35,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1350,1325,26-Dec-20
36,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1350,1325,24-Dec-20
37,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1350,1325,22-Dec-20
38,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1350,1325,21-Dec-20
39,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1400,1350,19-Dec-20
40,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1450,1375,18-Dec-20
41,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1450,1375,17-Dec-20
42,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1300,1300,12-Sep-20
43,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1500,1400,11-Sep-20
44,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2371,1360,10-Sep-20
45,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1511,1430,09-Sep-20
46,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1500,08-Sep-20
47,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1300,1300,07-Sep-20
48,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2051,1700,05-Sep-20
49,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1400,1350,04-Sep-20
50,Latur,Ahmedpur,Wheat,Other,FAQ,1200,1700,1450,03-Sep-20
51,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1425,24-Aug-20
52,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1550,1525,20-Aug-20
53,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1800,1650,14-Jul-20
54,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,13-Jul-20
55,Latur,Ahmedpur,Wheat,Other,FAQ,1500,2300,1900,10-Jul-20
56,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,09-Jul-20
57,Latur,Ahmedpur,Wheat,Other,FAQ,1500,2000,1750,08-Jul-20
58,Latur,Ahmedpur,Wheat,Other,FAQ,1550,1550,1550,07-Jul-20
59,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,06-Jul-20
60,Latur,Ahmedpur,Wheat,Other,FAQ,1550,1550,1550,04-Jul-20
61,Latur,Ahmedpur,Wheat,Other,FAQ,1500,2100,1800,03-Jul-20
62,Latur,Ahmedpur,Wheat,Other,FAQ,1550,1550,1550,02-Jul-20
63,Latur,Ahmedpur,Wheat,Other,FAQ,1550,1550,1550,30-Jun-20
64,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,27-Jun-20
65,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,26-Jun-20
66,Latur,Ahmedpur,Wheat,Other,FAQ,1550,2225,1800,25-Jun-20
67,Latur,Ahmedpur,Wheat,Other,FAQ,1500,2000,1750,24-Jun-20
68,Latur,Ahmedpur,Wheat,Other,FAQ,1500,2050,1725,23-Jun-20
69,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1570,1475,22-Jun-20
70,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1550,1525,17-Jun-20
71,Latur,Ahmedpur,Wheat,Other,FAQ,1550,2551,2000,16-Jun-20
72,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,15-Jun-20
73,Latur,Ahmedpur,Wheat,Other,FAQ,1450,2000,1700,12-Jun-20
74,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1565,1530,10-Jun-20
75,Latur,Ahmedpur,Wheat,Other,FAQ,1550,2400,1975,09-Jun-20
76,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1575,08-Jun-20
77,Latur,Ahmedpur,Wheat,Other,FAQ,1500,2000,1750,06-Jun-20
78,Latur,Ahmedpur,Wheat,Other,FAQ,1500,2150,1750,04-Jun-20
79,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1800,1650,03-Jun-20
80,Latur,Ahmedpur,Wheat,Other,FAQ,1550,1550,1550,02-Jun-20
81,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,01-Jun-20
82,Latur,Ahmedpur,Wheat,Other,FAQ,1500,2200,1900,30-May-20
83,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1900,1700,27-May-20
84,Latur,Ahmedpur,Wheat,Other,FAQ,1500,2500,2000,26-May-20
85,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,21-May-20
86,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,20-May-20
87,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1900,1700,19-May-20
88,Latur,Ahmedpur,Wheat,Other,FAQ,1550,1600,1570,16-May-20
89,Latur,Ahmedpur,Wheat,Other,FAQ,1500,2400,2150,15-May-20
90,Latur,Ahmedpur,Wheat,Other,FAQ,1500,2500,2000,14-May-20
91,Latur,Ahmedpur,Wheat,Other,FAQ,1550,1570,1565,11-May-20
92,Latur,Ahmedpur,Wheat,Other,FAQ,1550,1900,1725,08-May-20
93,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1915,1900,29-Feb-20
94,Latur,Ahmedpur,Wheat,Other,FAQ,1250,2500,2100,28-Feb-20
95,Latur,Ahmedpur,Wheat,Other,FAQ,1951,1951,1951,27-Feb-20
96,Latur,Ahmedpur,Wheat,Other,FAQ,1951,1951,1951,26-Feb-20
97,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,25-Feb-20
98,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,22-Feb-20
99,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,20-Feb-20
100,Latur,Ahmedpur,Wheat,Other,FAQ,1970,1970,1970,18-Feb-20
101,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,17-Feb-20
102,Latur,Ahmedpur,Wheat,Other,FAQ,1991,1991,1991,15-Feb-20
103,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,13-Feb-20
104,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,12-Feb-20
105,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,11-Feb-20
106,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,10-Feb-20
107,Latur,Ahmedpur,Wheat,Other,FAQ,1960,1960,1960,08-Feb-20
108,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,07-Feb-20
109,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,06-Feb-20
110,Latur,Ahmedpur,Wheat,Other,FAQ,1980,1980,1980,05-Feb-20
111,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,04-Feb-20
112,Latur,Ahmedpur,Wheat,Other,FAQ,2011,2011,2011,03-Feb-20
113,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,01-Feb-20
114,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1900,1900,29-Jan-20
115,Latur,Ahmedpur,Wheat,Other,FAQ,2000,2000,2000,28-Jan-20
116,Latur,Ahmedpur,Wheat,Other,FAQ,2200,2200,2200,27-Jan-20
117,Latur,Ahmedpur,Wheat,Other,FAQ,2050,2050,2050,23-Jan-20
118,Latur,Ahmedpur,Wheat,Other,FAQ,2025,2025,2025,22-Jan-20
119,Latur,Ahmedpur,Wheat,Other,FAQ,2020,2020,2020,21-Jan-20
120,Latur,Ahmedpur,Wheat,Other,FAQ,2020,2020,2020,11-Jan-20
121,Latur,Ahmedpur,Wheat,Other,FAQ,6581,6581,6581,10-Jan-20
122,Latur,Ahmedpur,Wheat,Other,FAQ,1925,1925,1925,08-Jan-20
123,Latur,Ahmedpur,Wheat,Other,FAQ,2311,2311,2311,07-Jan-20
124,Latur,Ahmedpur,Wheat,Other,FAQ,1945,1945,1945,06-Jan-20
125,Latur,Ahmedpur,Wheat,Other,FAQ,1931,1931,1931,04-Jan-20
126,Latur,Ahmedpur,Wheat,Other,FAQ,2600,2600,2600,02-Jan-20
127,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1930,1930,01-Jan-20
128,Latur,Ahmedpur,Wheat,Other,FAQ,1940,1940,1940,31-Dec-19
129,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1930,1930,21-Dec-19
130,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1930,1930,20-Dec-19
131,Latur,Ahmedpur,Wheat,Other,FAQ,2012,2012,2012,19-Dec-19
132,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1939,1930,18-Dec-19
133,Latur,Ahmedpur,Wheat,Other,FAQ,2600,2600,2600,17-Dec-19
134,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,16-Dec-19
135,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1930,1930,14-Dec-19
136,Latur,Ahmedpur,Wheat,Other,FAQ,2600,2600,2600,13-Dec-19
137,Latur,Ahmedpur,Wheat,Other,FAQ,1925,1925,1925,12-Dec-19
138,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1930,1930,11-Dec-19
139,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1950,1925,09-Dec-19
140,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1950,1925,07-Dec-19
141,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2000,1700,06-Dec-19
142,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1930,1930,05-Dec-19
143,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,04-Dec-19
144,Latur,Ahmedpur,Wheat,Other,FAQ,1900,2200,2050,03-Dec-19
145,Latur,Ahmedpur,Wheat,Other,FAQ,1900,2300,2100,02-Dec-19
146,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1930,1930,29-Nov-19
147,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1930,1930,28-Nov-19
148,Latur,Ahmedpur,Wheat,Other,FAQ,1900,2400,2150,27-Nov-19
149,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1900,1850,25-Nov-19
150,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1930,1930,23-Nov-19
151,Latur,Ahmedpur,Wheat,Other,FAQ,1921,1921,1921,22-Nov-19
152,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1900,1900,21-Nov-19
153,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1930,1930,20-Nov-19
154,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1930,1930,19-Nov-19
155,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1930,1915,18-Nov-19
156,Latur,Ahmedpur,Wheat,Other,FAQ,1900,2250,2050,15-Nov-19
157,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1950,1925,14-Nov-19
158,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,13-Nov-19
159,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1940,1920,11-Nov-19
160,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,09-Nov-19
161,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,08-Nov-19
162,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,07-Nov-19
163,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,06-Nov-19
164,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1950,1925,04-Nov-19
165,Latur,Ahmedpur,Wheat,Other,FAQ,1931,1931,1931,02-Nov-19
166,Latur,Ahmedpur,Wheat,Other,FAQ,1931,1931,1931,01-Nov-19
167,Latur,Ahmedpur,Wheat,Other,FAQ,1911,1911,1911,31-Oct-19
168,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,22-Oct-19
169,Latur,Ahmedpur,Wheat,Other,FAQ,1940,1940,1940,16-Oct-19
170,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1940,1920,15-Oct-19
171,Latur,Ahmedpur,Wheat,Other,FAQ,1925,2350,2087,14-Oct-19
172,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1930,1930,12-Oct-19
173,Latur,Ahmedpur,Wheat,Other,FAQ,1920,2000,1950,10-Oct-19
174,Latur,Ahmedpur,Wheat,Other,FAQ,1935,1935,1935,09-Oct-19
175,Latur,Ahmedpur,Wheat,Other,FAQ,1900,2551,2220,07-Oct-19
176,Latur,Ahmedpur,Wheat,Other,FAQ,1940,2200,2050,04-Oct-19
177,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,03-Oct-19
178,Latur,Ahmedpur,Wheat,Other,FAQ,1920,1950,1930,01-Oct-19
179,Latur,Ahmedpur,Wheat,Other,FAQ,1920,2681,2200,30-Sep-19
180,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1950,1925,27-Sep-19
181,Latur,Ahmedpur,Wheat,Other,FAQ,1950,1950,1950,23-Sep-19
182,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1930,1915,21-Sep-19
183,Latur,Ahmedpur,Wheat,Other,FAQ,1951,1951,1951,20-Sep-19
184,Latur,Ahmedpur,Wheat,Other,FAQ,1911,1950,1930,19-Sep-19
185,Latur,Ahmedpur,Wheat,Other,FAQ,1911,1921,1915,18-Sep-19
186,Latur,Ahmedpur,Wheat,Other,FAQ,1911,1940,1925,16-Sep-19
187,Latur,Ahmedpur,Wheat,Other,FAQ,1911,1932,1920,14-Sep-19
188,Latur,Ahmedpur,Wheat,Other,FAQ,1911,1932,1920,13-Sep-19
189,Latur,Ahmedpur,Wheat,Other,FAQ,1900,2300,2150,11-Sep-19
190,Latur,Ahmedpur,Wheat,Other,FAQ,1930,1930,1930,07-Sep-19
191,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1940,1920,05-Sep-19
192,Latur,Ahmedpur,Wheat,Other,FAQ,1991,2300,2130,04-Sep-19
193,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1900,1900,28-Aug-19
194,Latur,Ahmedpur,Wheat,Other,FAQ,1929,1929,1929,27-Aug-19
195,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1900,1900,26-Aug-19
196,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1900,1900,21-Aug-19
197,Latur,Ahmedpur,Wheat,Other,FAQ,1850,2100,1975,20-Aug-19
198,Latur,Ahmedpur,Wheat,Other,FAQ,1900,2400,1900,19-Aug-19
199,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1800,1800,16-Aug-19
200,Latur,Ahmedpur,Wheat,Other,FAQ,1811,1875,1843,14-Aug-19
201,Latur,Ahmedpur,Wheat,Other,FAQ,1870,1870,1870,13-Aug-19
202,Latur,Ahmedpur,Wheat,Other,FAQ,1830,1830,1830,09-Aug-19
203,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1850,1850,08-Aug-19
204,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1822,1810,06-Aug-19
205,Latur,Ahmedpur,Wheat,Other,FAQ,1800,2200,2000,02-Aug-19
206,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1800,1800,31-Jul-19
207,Latur,Ahmedpur,Wheat,Other,FAQ,1780,1780,1780,29-Jul-19
208,Latur,Ahmedpur,Wheat,Other,FAQ,1750,2175,1950,27-Jul-19
209,Latur,Ahmedpur,Wheat,Other,FAQ,1780,1780,1780,26-Jul-19
210,Latur,Ahmedpur,Wheat,Other,FAQ,1780,1780,1780,25-Jul-19
211,Latur,Ahmedpur,Wheat,Other,FAQ,1780,1780,1780,24-Jul-19
212,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1780,1740,23-Jul-19
213,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1780,1740,22-Jul-19
214,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1770,1770,20-Jul-19
215,Latur,Ahmedpur,Wheat,Other,FAQ,1771,1771,1771,19-Jul-19
216,Latur,Ahmedpur,Wheat,Other,FAQ,1751,1770,1761,18-Jul-19
217,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1770,1760,17-Jul-19
218,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,16-Jul-19
219,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,15-Jul-19
220,Latur,Ahmedpur,Wheat,Other,FAQ,1731,1731,1731,13-Jul-19
221,Latur,Ahmedpur,Wheat,Other,FAQ,1730,1730,1730,10-Jul-19
222,Latur,Ahmedpur,Wheat,Other,FAQ,1761,1761,1761,09-Jul-19
223,Latur,Ahmedpur,Wheat,Other,FAQ,1780,1780,1780,08-Jul-19
224,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1765,1732,06-Jul-19
225,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2400,2050,05-Jul-19
226,Latur,Ahmedpur,Wheat,Other,FAQ,1775,1775,1775,04-Jul-19
227,Latur,Ahmedpur,Wheat,Other,FAQ,1730,1730,1730,03-Jul-19
228,Latur,Ahmedpur,Wheat,Other,FAQ,1735,1735,1735,01-Jul-19
229,Latur,Ahmedpur,Wheat,Other,FAQ,1731,1731,1731,29-Jun-19
230,Latur,Ahmedpur,Wheat,Other,FAQ,1731,2650,2200,28-Jun-19
231,Latur,Ahmedpur,Wheat,Other,FAQ,1731,1731,1731,27-Jun-19
232,Latur,Ahmedpur,Wheat,Other,FAQ,1731,1731,1731,26-Jun-19
233,Latur,Ahmedpur,Wheat,Other,FAQ,1731,1731,1731,25-Jun-19
234,Latur,Ahmedpur,Wheat,Other,FAQ,1730,1730,1730,24-Jun-19
235,Latur,Ahmedpur,Wheat,Other,FAQ,1731,1731,1731,22-Jun-19
236,Latur,Ahmedpur,Wheat,Other,FAQ,1730,1730,1730,21-Jun-19
237,Latur,Ahmedpur,Wheat,Other,FAQ,1731,1731,1731,20-Jun-19
238,Latur,Ahmedpur,Wheat,Other,FAQ,1731,1731,1731,19-Jun-19
239,Latur,Ahmedpur,Wheat,Other,FAQ,1731,1731,1731,18-Jun-19
240,Latur,Ahmedpur,Wheat,Other,FAQ,1740,1740,1740,17-Jun-19
241,Latur,Ahmedpur,Wheat,Other,FAQ,1731,1731,1731,15-Jun-19
242,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1731,1715,14-Jun-19
243,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1731,1715,13-Jun-19
244,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1721,1710,12-Jun-19
245,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1731,1715,11-Jun-19
246,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2200,1950,10-Jun-19
247,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,07-Jun-19
248,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1731,1715,06-Jun-19
249,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,01-Jun-19
250,Latur,Ahmedpur,Wheat,Other,FAQ,1721,1721,1721,31-May-19
251,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2186,1940,30-May-19
252,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1730,1715,29-May-19
253,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2400,2050,28-May-19
254,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1730,1660,27-May-19
255,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,25-May-19
256,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2400,2000,24-May-19
257,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,22-May-19
258,Latur,Ahmedpur,Wheat,Other,FAQ,1650,1650,1650,21-May-19
259,Latur,Ahmedpur,Wheat,Other,FAQ,1600,2200,1900,20-May-19
260,Latur,Ahmedpur,Wheat,Other,FAQ,1711,1711,1711,17-May-19
261,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1740,1720,16-May-19
262,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1740,1720,15-May-19
263,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2300,2000,14-May-19
264,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2400,2050,13-May-19
265,Latur,Ahmedpur,Wheat,Other,FAQ,1740,1740,1740,11-May-19
266,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2400,2050,10-May-19
267,Latur,Ahmedpur,Wheat,Other,FAQ,1740,1740,1740,09-May-19
268,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2500,2100,08-May-19
269,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2500,2100,06-May-19
270,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1730,1715,03-May-19
271,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1730,1715,02-May-19
272,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2252,1950,30-Apr-19
273,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1900,1800,29-Apr-19
274,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,27-Apr-19
275,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1725,1710,26-Apr-19
276,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1740,1720,25-Apr-19
277,Latur,Ahmedpur,Wheat,Other,FAQ,1650,1700,1675,24-Apr-19
278,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2500,2100,23-Apr-19
279,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1711,1650,22-Apr-19
280,Latur,Ahmedpur,Wheat,Other,FAQ,1600,2000,1700,20-Apr-19
281,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2000,1850,16-Apr-19
282,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1711,1705,15-Apr-19
283,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2400,2000,12-Apr-19
284,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,11-Apr-19
285,Latur,Ahmedpur,Wheat,Other,FAQ,1700,5100,4800,09-Apr-19
286,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2000,1850,08-Apr-19
287,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2875,2050,04-Apr-19
