Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
288,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,03-Apr-19
289,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2200,1950,02-Apr-19
290,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1800,1700,01-Apr-19
291,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1900,1850,23-Feb-19
292,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1900,1850,22-Feb-19
293,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1900,1850,20-Feb-19
294,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1900,1850,18-Feb-19
295,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1900,1900,16-Feb-19
296,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1900,1900,15-Feb-19
297,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1900,1900,14-Feb-19
298,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1900,1850,13-Feb-19
299,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1900,1850,11-Feb-19
300,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1900,1875,09-Feb-19
301,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1850,1850,08-Feb-19
302,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1900,1875,07-Feb-19
303,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1900,1875,06-Feb-19
304,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1880,1865,05-Feb-19
305,Latur,Ahmedpur,Wheat,Other,FAQ,1800,3000,2400,02-Feb-19
306,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1850,1850,01-Feb-19
307,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1900,1850,31-Jan-19
308,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1850,1850,30-Jan-19
309,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1900,1875,29-Jan-19
310,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1900,1875,28-Jan-19
311,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1900,1875,25-Jan-19
312,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1900,1875,23-Jan-19
313,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1900,1875,21-Jan-19
314,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1900,1875,19-Jan-19
315,Latur,Ahmedpur,Wheat,Other,FAQ,1900,1900,1900,18-Jan-19
316,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1900,1875,17-Jan-19
317,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1900,1825,14-Jan-19
318,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1900,1875,12-Jan-19
319,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1850,1850,11-Jan-19
320,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1900,1800,10-Jan-19
321,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1900,1875,09-Jan-19
322,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1850,1850,08-Jan-19
323,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1850,1850,07-Jan-19
324,Latur,Ahmedpur,Wheat,Other,FAQ,1850,1960,1875,03-Jan-19
325,Latur,Ahmedpur,Wheat,Other,FAQ,1850,2500,2100,02-Jan-19
326,Latur,Ahmedpur,Wheat,Other,FAQ,1750,2200,1900,31-Dec-18
327,Latur,Ahmedpur,Wheat,Other,FAQ,1850,2291,1900,29-Dec-18
328,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1850,1820,28-Dec-18
329,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1850,1825,27-Dec-18
330,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1800,1800,26-Dec-18
331,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1830,1810,24-Dec-18
332,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1800,1800,22-Dec-18
333,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1830,1815,21-Dec-18
334,Latur,Ahmedpur,Wheat,Other,FAQ,1832,1832,1832,20-Dec-18
335,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1800,1800,19-Dec-18
336,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1820,1810,18-Dec-18
337,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1810,1805,17-Dec-18
338,Latur,Ahmedpur,Wheat,Other,FAQ,1770,2900,2200,14-Dec-18
339,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1800,1800,13-Dec-18
340,Latur,Ahmedpur,Wheat,Other,FAQ,1750,2900,2250,12-Dec-18
341,Latur,Ahmedpur,Wheat,Other,FAQ,1770,2860,2200,11-Dec-18
342,Latur,Ahmedpur,Wheat,Other,FAQ,1770,2000,1850,10-Dec-18
343,Latur,Ahmedpur,Wheat,Other,FAQ,1775,1780,1777,08-Dec-18
344,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1800,1800,06-Dec-18
345,Latur,Ahmedpur,Wheat,Other,FAQ,1790,1800,1795,05-Dec-18
346,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1800,1785,04-Dec-18
347,Latur,Ahmedpur,Wheat,Other,FAQ,1780,1809,1795,03-Dec-18
348,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1825,1775,01-Dec-18
349,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1770,1750,30-Nov-18
350,Latur,Ahmedpur,Wheat,Other,FAQ,1780,1780,1780,29-Nov-18
351,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1800,1775,28-Nov-18
352,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,27-Nov-18
353,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1800,1775,26-Nov-18
354,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1800,1780,24-Nov-18
355,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1800,1780,22-Nov-18
356,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1800,1775,21-Nov-18
357,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1800,1775,17-Nov-18
358,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1750,1725,16-Nov-18
359,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1770,1740,15-Nov-18
360,Latur,Ahmedpur,Wheat,Other,FAQ,1150,1150,1150,14-Nov-18
361,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2252,1950,13-Nov-18
362,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2200,1900,12-Nov-18
363,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2427,2000,10-Nov-18
364,Latur,Ahmedpur,Wheat,Other,FAQ,2200,2200,2200,08-Nov-18
365,Latur,Ahmedpur,Wheat,Other,FAQ,1775,1775,1775,03-Nov-18
366,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,02-Nov-18
367,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,01-Nov-18
368,Latur,Ahmedpur,Wheat,Other,FAQ,1715,1715,1715,31-Oct-18
369,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,30-Oct-18
370,Latur,Ahmedpur,Wheat,Other,FAQ,2001,2001,2001,29-Oct-18
371,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,27-Oct-18
372,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,26-Oct-18
373,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,25-Oct-18
374,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,24-Oct-18
375,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1750,1725,23-Oct-18
376,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1800,1800,22-Oct-18
377,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1770,1750,20-Oct-18
378,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1750,1730,19-Oct-18
379,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1750,1725,17-Oct-18
380,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1750,1725,16-Oct-18
381,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1750,1700,15-Oct-18
382,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,13-Oct-18
383,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1750,1675,11-Oct-18
384,Latur,Ahmedpur,Wheat,Other,FAQ,1650,1750,1700,10-Oct-18
385,Latur,Ahmedpur,Wheat,Other,FAQ,1650,1775,1700,08-Oct-18
386,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,06-Oct-18
387,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1750,1725,05-Oct-18
388,Latur,Ahmedpur,Wheat,Other,FAQ,1760,1760,1760,03-Oct-18
389,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1770,1770,01-Oct-18
390,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2385,2000,29-Sep-18
391,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1770,1770,28-Sep-18
392,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1770,1770,27-Sep-18
393,Latur,Ahmedpur,Wheat,Other,FAQ,1765,1770,1770,26-Sep-18
394,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1772,1770,25-Sep-18
395,Latur,Ahmedpur,Wheat,Other,FAQ,1150,1960,1555,24-Sep-18
396,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,22-Sep-18
397,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1800,1775,21-Sep-18
398,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1890,1775,19-Sep-18
399,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1975,1850,18-Sep-18
400,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2120,1900,14-Sep-18
401,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1750,1680,12-Sep-18
402,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1818,1760,08-Sep-18
403,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2036,1850,27-Aug-18
404,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1951,1850,25-Aug-18
405,Latur,Ahmedpur,Wheat,Other,FAQ,2161,2161,2161,24-Aug-18
406,Latur,Ahmedpur,Wheat,Other,FAQ,1726,1751,1738,23-Aug-18
407,Latur,Ahmedpur,Wheat,Other,FAQ,1600,2000,1800,21-Aug-18
408,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1750,1650,20-Aug-18
409,Latur,Ahmedpur,Wheat,Other,FAQ,2170,2170,2170,10-Aug-18
410,Latur,Ahmedpur,Wheat,Other,FAQ,1760,1760,1760,08-Aug-18
411,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1900,1800,07-Aug-18
412,Latur,Ahmedpur,Wheat,Other,FAQ,1600,2200,1850,06-Aug-18
413,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1775,1600,04-Aug-18
414,Latur,Ahmedpur,Wheat,Other,FAQ,1750,2300,1900,03-Aug-18
415,Latur,Ahmedpur,Wheat,Other,FAQ,1450,2018,1700,01-Aug-18
416,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,31-Jul-18
417,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1700,1550,30-Jul-18
418,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1880,1650,28-Jul-18
419,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,27-Jul-18
420,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1600,1600,25-Jul-18
421,Latur,Ahmedpur,Wheat,Other,FAQ,1680,1680,1680,20-Jul-18
422,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,19-Jul-18
423,Latur,Ahmedpur,Wheat,Other,FAQ,1550,1550,1550,18-Jul-18
424,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,17-Jul-18
425,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,14-Jul-18
426,Latur,Ahmedpur,Wheat,Other,FAQ,1475,1475,1475,12-Jul-18
427,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,11-Jul-18
428,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,09-Jul-18
429,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,07-Jul-18
430,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1900,1600,05-Jul-18
431,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,04-Jul-18
432,Latur,Ahmedpur,Wheat,Other,FAQ,1810,1810,1810,03-Jul-18
433,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,02-Jul-18
434,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1800,1600,30-Jun-18
435,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1601,1475,29-Jun-18
436,Latur,Ahmedpur,Wheat,Other,FAQ,1401,1401,1401,28-Jun-18
437,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1800,1625,27-Jun-18
438,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,26-Jun-18
439,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1471,1411,25-Jun-18
440,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1480,1415,22-Jun-18
441,Latur,Ahmedpur,Wheat,Other,FAQ,1480,1480,1480,21-Jun-18
442,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,20-Jun-18
443,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1525,1450,18-Jun-18
444,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1500,1425,15-Jun-18
445,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1900,1600,14-Jun-18
446,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1900,1600,12-Jun-18
447,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1700,1575,11-Jun-18
448,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2151,1750,09-Jun-18
449,Latur,Ahmedpur,Wheat,Other,FAQ,1480,1551,1515,08-Jun-18
450,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,07-Jun-18
451,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1500,1425,05-Jun-18
452,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2350,1850,04-Jun-18
453,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1460,1450,02-Jun-18
454,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,01-Jun-18
455,Latur,Ahmedpur,Wheat,Other,FAQ,1300,2302,1800,31-May-18
456,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1450,1350,30-May-18
457,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,29-May-18
458,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1450,1400,28-May-18
459,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1450,1400,26-May-18
460,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,25-May-18
461,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,24-May-18
462,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1861,1630,23-May-18
463,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2000,1700,22-May-18
464,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,21-May-18
465,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1700,1575,19-May-18
466,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2400,1900,18-May-18
467,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2390,1700,17-May-18
468,Latur,Ahmedpur,Wheat,Other,FAQ,1575,1575,1575,16-May-18
469,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2100,1750,14-May-18
470,Latur,Ahmedpur,Wheat,Other,FAQ,2100,2100,2100,12-May-18
471,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1900,1650,11-May-18
472,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,10-May-18
473,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,09-May-18
474,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,07-May-18
475,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1831,1590,05-May-18
476,Latur,Ahmedpur,Wheat,Other,FAQ,1402,1462,1432,04-May-18
477,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2250,1800,03-May-18
478,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1850,1650,02-May-18
479,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1900,1650,28-Apr-18
480,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1350,1350,27-Apr-18
481,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,26-Apr-18
482,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,25-Apr-18
483,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1700,1550,24-Apr-18
484,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1861,1580,23-Apr-18
485,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2200,1800,21-Apr-18
486,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1800,1800,20-Apr-18
487,Latur,Ahmedpur,Wheat,Other,FAQ,1600,2121,1850,19-Apr-18
488,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2150,1750,17-Apr-18
489,Latur,Ahmedpur,Wheat,Other,FAQ,1550,1550,1550,13-Apr-18
490,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1560,1505,12-Apr-18
491,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2034,1692,11-Apr-18
492,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1800,1625,10-Apr-18
493,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1590,1470,09-Apr-18
494,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1800,1575,07-Apr-18
495,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2291,1845,06-Apr-18
496,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1850,1625,05-Apr-18
497,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1575,1462,04-Apr-18
498,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1600,1525,03-Apr-18
499,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1881,1615,02-Apr-18
500,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1650,1525,28-Mar-18
501,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1800,1700,27-Mar-18
502,Latur,Ahmedpur,Wheat,Other,FAQ,1250,1500,1325,26-Mar-18
503,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,24-Mar-18
504,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1620,1485,23-Mar-18
505,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1842,1596,21-Mar-18
506,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1650,1575,20-Mar-18
507,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1750,1550,16-Mar-18
508,Latur,Ahmedpur,Wheat,Other,FAQ,1575,1575,1575,15-Mar-18
509,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1600,1600,14-Mar-18
510,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1656,1503,13-Mar-18
511,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1641,1495,12-Mar-18
512,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1621,1485,10-Mar-18
513,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1725,1512,09-Mar-18
514,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1550,1450,08-Mar-18
515,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1600,1525,07-Mar-18
516,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1550,1500,28-Feb-18
517,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,27-Feb-18
518,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,26-Feb-18
519,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1571,1510,24-Feb-18
520,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1630,1525,23-Feb-18
521,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1726,1588,22-Feb-18
522,Latur,Ahmedpur,Wheat,Other,FAQ,1470,1470,1470,21-Feb-18
523,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1500,1400,20-Feb-18
524,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1591,1470,17-Feb-18
525,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1700,1525,16-Feb-18
526,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1501,1425,14-Feb-18
527,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1531,1490,12-Feb-18
528,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1531,1490,10-Feb-18
529,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1471,1460,09-Feb-18
530,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1600,1525,08-Feb-18
531,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,06-Feb-18
532,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,05-Feb-18
533,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1600,1525,03-Feb-18
534,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,02-Feb-18
535,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1600,1525,01-Feb-18
536,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1601,1525,31-Jan-18
537,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1425,1350,30-Jan-18
538,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1600,1525,29-Jan-18
539,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,27-Jan-18
540,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,25-Jan-18
541,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1451,1425,24-Jan-18
542,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1630,1540,23-Jan-18
543,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1500,1425,22-Jan-18
544,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,20-Jan-18
545,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1451,1400,19-Jan-18
546,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1500,1425,18-Jan-18
547,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,17-Jan-18
548,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1620,1459,13-Jan-18
549,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1470,1350,12-Jan-18
550,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1625,1450,11-Jan-18
551,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,10-Jan-18
552,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1425,08-Jan-18
553,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1750,1550,06-Jan-18
554,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1626,1510,05-Jan-18
555,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1700,1550,04-Jan-18
556,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,02-Jan-18
557,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,01-Jan-18
558,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,29-Dec-17
559,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1625,1500,28-Dec-17
560,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1550,1475,27-Dec-17
561,Latur,Ahmedpur,Wheat,Other,FAQ,1200,1650,1425,26-Dec-17
562,Latur,Ahmedpur,Wheat,Other,FAQ,1340,1552,1451,23-Dec-17
563,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1450,1375,22-Dec-17
564,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1550,1475,21-Dec-17
565,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1665,1510,20-Dec-17
566,Latur,Ahmedpur,Wheat,Other,FAQ,1525,1525,1525,15-Dec-17
567,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1565,1450,14-Dec-17
568,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,13-Dec-17
569,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1425,12-Dec-17
570,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1400,1350,11-Dec-17
571,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,05-Dec-17
572,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,02-Dec-17
573,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1550,1450,30-Nov-17
574,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1500,1400,29-Nov-17
575,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,28-Nov-17
